url,title
https://github.com/loiluu,loiluu (Loi Luu) · GitHub
http://training.github.com,GitHub Training
https://help.github.com/articles/why-are-my-contributions-not-showing-up-on-my-profile/,"
  
    
      Why are my contributions not showing up on my profile? - User Documentation
    
  
  "
http://training.github.com/contact/,Contact us • GitHub Training
https://twitter.com/GitHubTraining,GitHub Training (@githubtraining) | Twitter
https://github.com,"GitHub · Build software better, together."
https://github.com/contact,Contact GitHub · GitHub
https://enterprise.github.com/,GitHub Enterprise - The best way to build and ship software
https://training.github.com/kit/license.html,GitHub Training
https://github.com/about,About · GitHub
http://training.github.com/,GitHub Training
https://help.github.com/articles/github-terms-of-service/,"
  
    
      GitHub Terms of Service - User Documentation
    
  
  "
https://help.github.com/articles/github-security/,"
  
    
      GitHub Security - User Documentation
    
  
  "
https://mac.github.com/,GitHub for Mac
https://help.github.com/articles/github-privacy-policy/,"
  
    
      GitHub Privacy Policy - User Documentation
    
  
  "
https://status.github.com,GitHub System Status
https://github.com/blog,The GitHub Blog · GitHub
https://help.github.com/articles/responsible-disclosure-of-security-vulnerabilities/,"
  
    
      Responsible Disclosure of Security Vulnerabilities - User Documentation
    
  
  "
https://status.github.com/,GitHub System Status
https://developer.github.com,GitHub Developer
http://en.wikipedia.org/wiki/Payment_Card_Industry_Data_Security_Standard,"Payment Card Industry Data Security Standard - Wikipedia, the free encyclopedia"
https://support.twitter.com/articles/14226-how-to-find-your-twitter-short-code-or-long-code,Twitter Help Center | Tweeting via text message
http://matasano.com/,Matasano Security - Home
https://github.com/,"GitHub · Build software better, together."
https://developer.github.com/,GitHub Developer
https://twitter.com/githubtraining,GitHub Training (@githubtraining) | Twitter
https://twitter.com/githubsecurity,GitHub Security (@GitHubSecurity) | Twitter
https://www.mapbox.com/tos/,Terms of service | Mapbox
https://bounty.github.com/submit-a-vulnerability.html,"
    
      GitHub Bug Bounty · Vulnerability submission
    
    "
https://github.myshopify.com/,GitHub Shop
https://github.com/features/,Features · GitHub
https://dev.twitter.com/,Twitter Developers
https://bounty.github.com/researchers/joernchen.html,"
    
      GitHub Bug Bounty · joernchen of Phenoelit
    
    "
http://github.myshopify.com/products/piratocat-shirt,GitHub Shop
https://twitter.com/privacy?lang=en,Privacy Policy | Twitter
https://twitter.com/mapbox,Mapbox (@Mapbox) | Twitter
https://github.com/octocat,octocat (The Octocat) · GitHub
http://www.export.gov/safeharbor/,Export.gov - Main Safe Harbor Homepage
https://dev.twitter.com,Twitter Developers
https://twitter.com/i/directory/profiles,Twitter / Profiles Directory / a - azzzzzzzzzz
https://twitter.com/tos?lang=en,Terms of Service | Twitter
https://instagram.com/mapbox,"
Instagram
"
https://about.twitter.com,About Twitter
https://www.mediawiki.org/wiki/How_to_contribute,How to contribute - MediaWiki
https://twitter.com/intent/user?screen_name=Twitter,Twitter (@twitter) on Twitter
https://github.com/blog/1951-github-security-bug-bounty-program-turns-one,GitHub Security Bug Bounty program turns one · GitHub
https://business.twitter.com,Grow Your Business | Twitter for Business
https://help.github.com/articles/support-for-subversion-clients/,"
  
    
      Support for Subversion clients - User Documentation
    
  
  "
https://twitter.com/intent/tweet?text=@github%20&related=github&url=https://github.com/blog/1951-github-security-bug-bounty-program-turns-one,Share a link on Twitter
https://github.com/joernchen,joernchen (joernchen of Phenoelit) · GitHub
https://twitter.com/twitter,Twitter (@twitter) | Twitter
https://support.twitter.com/articles/15362-inactive-account-policy,Twitter Help Center | Inactive account policy
https://www.facebook.com/Mapbox,"Mapbox - Washington, District of Columbia - Local Business | Facebook"
https://about.twitter.com/products/list,"Twitter apps for smartphones, tablets and computers"
http://www.phenoelit.org/blog/archives/2013/02/05/mysql_madness_and_rails/index.html,MySQL madness and Rails | Lands of Packets
https://twitter.com/privacy/previous?lang=en,Previous Twitter Privacy Policies | Twitter
https://twitter.com/tos/previous?lang=en,Previous Terms of Service | Twitter
https://twitter.com/signup?context=webintent,Sign up for Twitter
https://itunes.apple.com/us/app/twitter/id409789998?utm_source=gazebo&utm_medium=about&utm_campaign=products%2Flist,Mac App Store - Twitter
https://twitter.com/TwitterSmallBiz,Twitter Small Biz (@TwitterSmallBiz) | Twitter
https://support.twitter.com/articles/18367,Twitter Help Center | Trademark policy
https://itunes.apple.com/us/app/twitter/id409789998,Mac App Store - Twitter
https://blog.twitter.com/2015/commemorating-international-women-s-day-on-twitter,Commemorating International Women’s Day on Twitter | Twitter Blogs
https://wikimediafoundation.org/wiki/Terms_of_Use,Terms of Use - Wikimedia Foundation
https://twitter.com/login?redirect_after_login=https%3A%2F%2Fads.twitter.com%2F%3Flink_region%3Dfooter%26ref%3Dgl-pg-btc-homepage,Login on Twitter
https://support.twitter.com/articles/20169421,Twitter Help Center | About tailored suggestions
https://twitter.com/intent/user?screen_name=TwitterData,Twitter Data (@TwitterData) on Twitter
https://support.twitter.com/forms/trademark,Twitter Help Center 
https://blog.twitter.com/2015/looking-ahead-to-nyfw,Looking ahead to #NYFW | Twitter Blogs
http://shop.wikimedia.org,"
		Wikimedia Shop
	"
https://www.facebook.com/login/identify?ctx=recover,Forgot Password | Can't Log In | Facebook
https://support.twitter.com/articles/20169453,Twitter Help Center | Twitter supports Do Not Track
https://twitter.com/hashtag/MakeItHappen,Tweets about #MakeItHappen hashtag on Twitter
https://twitter.com/login?redirect_after_login=https%3A%2F%2Fsupport.twitter.com%2Fforms%2Ftrademark,Login on Twitter
https://twitter.com/intent/user?screen_name=TwitterFashion,Twitter Fashion (@TwitterFashion) on Twitter
https://twitter.com/hootsuite/status/571901471794597888/photo/1,"Hootsuite on Twitter: ""See how we increased our Twitter engagement rate with just a few easy tweaks: http://t.co/yxADIEfJ9x http://t.co/JGyJTz8ynF"""
https://twitter.com/safety,Safety (@safety) | Twitter
http://wikimediafoundation.org/wiki/Trademark_policy,Trademark policy - Wikimedia Foundation
https://get.adobe.com/reader/otherversions/,Adobe Reader Install for all versions
https://twitter.com/TwitterData/status/573257196487643136/photo/1,"Twitter Data on Twitter: ""If you like our animated maps, here are some more
https://t.co/XOTILeXa6A http://t.co/2Q3nEKLDhi"""
https://developers.facebook.com/?ref=pf,Facebook Developers
https://donate.wikimedia.org/w/index.php?title=Special:FundraiserLandingPage&country=XX&uselang=en&utm_medium=sidebar&utm_source=donate&utm_campaign=C13_wikimediafoundation.org,Make your donation now - Donate
https://twitter.com/Earthjustice/status/574600528765693952/photo/1,"Earthjustice on Twitter: ""RT if you agree that breathing clean air is a right not a privilege  #womensday #makeithappen http://t.co/CveMQ6J4m6 http://t.co/l36YlGM3jL"""
http://wikimediafoundation.org/w/index.php?title=Trademark_policy&oldid=100381,Trademark policy - Wikimedia Foundation
https://twitter.com/FashionCanada/status/574905140337049600/photo/1,"FASHION Magazine on Twitter: ""Fun fur, drug rugs and more outerwear amazingness at #sacai. Which would you wear? #PFW #fashionflock http://t.co/0SWHTrV5vn"""
https://www.youtube.com/watch?v=0yclMui1hTY,NBA Lifestyle: Alice in East London - YouTube
https://meta.wikimedia.org/wiki/Special:Contact/licenseabuse,No email address - Meta
https://meta.wikimedia.org/wiki/Special:Contact/requestlicense,Request a license form - Meta
https://accounts.google.com/ServiceLogin?uilel=3&passive=true&service=youtube&continue=https%3A%2F%2Fwww.youtube.com%2Fsignin%3Fapp%3Ddesktop%26action_handle_signin%3Dtrue%26next%3D%252Fwatch%253Fv%253D0yclMui1hTY%26feature%3Dplaylist%26hl%3Den&hl=en,YouTube
https://twitter.com/safety/status/533369871648567299/photo/1,"Safety on Twitter: ""Stand against bullying. Create your own addition to #TheBullyProjectMural: http://t.co/AeQfWjVVBB http://t.co/VmCqNAQ29w"""
https://www.owasp.org/index.php/Content_Security_Policy,Content Security Policy - OWASP
http://trade.gov/endorse.asp,International Trade Administration Endorsement Disclaimer Policy
https://support.google.com/accounts/?hl=en,Accounts Help
https://developers.facebook.com/blog/post/2015/02/05/upgrade-to-v2-without-code-changes/?ref=hp,Easily upgrade to Graph API v2.x with no code changes
http://meta.wikimedia.org/wiki/Special:Contact/licenseabuse,No email address - Meta
https://accounts.google.com/ServiceLogin?hl=en&continue=https://support.google.com/accounts/%3Fhl%3Den,Sign in - Google Accounts
https://developers.facebook.com/blog/post/2015/02/26/login-migration/?ref=hp,Login Review and API v2.0 Migration Reminder
http://meta.wikimedia.org/wiki/Special:Contact/requestlicense,Request a license form - Meta
https://developers.facebook.com/blog/post/2015/02/04/february-2015-developer-events-for-facebook-and-parse/?ref=hp,February 2015 Developer Events for Facebook and Parse
https://accounts.google.com/SignUp?continue=https%3A%2F%2Fsupport.google.com%2Faccounts%2F%3Fhl%3Den&hl=en,"
  Create your Google Account
  "
https://twitter.com/tobynixon/status/574917622132686848/photo/1,"toby nixon on Twitter: ""@Earthjustice @OccupyMemphis Equality is not domination. http://t.co/aHJXPn6fza"""
https://twitter.com/tobynixon/status/574917890987556864/photo/1,"toby nixon on Twitter: ""@Earthjustice @OccupyMemphis If all men are pigs, then you aren't looking for equality http://t.co/BedR6sYcX7"""
https://support.google.com/recaptcha/,reCAPTCHA Help
https://support.google.com/accounts/answer/1733224?hl=en,Why Google asks for your information at sign-up - Accounts Help
https://support.google.com/accounts/answer/32040?hl=en,Creating a strong password - Accounts Help
https://accounts.google.com/ServiceLogin?hl=en&continue=https://support.google.com/accounts/answer/1733224%3Fhl%3Den,Sign in - Google Accounts
https://accounts.google.com/ServiceLogin?hl=en&continue=https://support.google.com/accounts/answer/32040%3Fhl%3Den,Sign in - Google Accounts
https://groups.google.com/forum/?_escaped_fragment_=forum/recaptcha,reCAPTCHA - Google Groups
https://www.braintreepayments.com/,"
      Accept Payments Online | Mobile Payments Made Easy | Braintree
  "
https://support.twitter.com/articles/20169200-media-settings-and-best-practices,Twitter Help Center | Media settings and best practices
https://developers.facebook.com/docs/apps/changelog,Facebook Platform Changelog
https://accounts.google.com/SignUp?continue=https%3A%2F%2Fsupport.google.com%2Faccounts%2Fanswer%2F1733224%3Fhl%3Den&hl=en,"
  Create your Google Account
  "
https://accounts.google.com/SignUp?continue=https%3A%2F%2Fsupport.google.com%2Faccounts%2Fanswer%2F32040%3Fhl%3Den&hl=en,"
  Create your Google Account
  "
https://developers.facebook.com/policy,Platform Policy
https://donate.wikimedia.org/w/index.php?title=Special:FundraiserLandingPage&country=SG&uselang=en&utm_medium=sidebar&utm_source=donate&utm_campaign=spontaneous,Make your donation now - Donate
https://developers.facebook.com/docs/apps/upgrading/,Facebook Platform Upgrade Guide
https://accounts.google.com/SignUpWithoutGmail?dsh=771326222391030415&continue=https%3A%2F%2Fsupport.google.com%2Faccounts%2Fanswer%2F1733224%3Fhl%3Den,"
  Create your Google Account
  "
https://developers.facebook.com/docs/apps/upgrading,Facebook Platform Upgrade Guide
https://accounts.google.com/SignUpWithoutGmail?dsh=-2058783067582824082&continue=https%3A%2F%2Fsupport.google.com%2Faccounts%2Fanswer%2F32040%3Fhl%3Den,"
  Create your Google Account
  "
https://www.paypal.com/us/webapps/mpp/ua/privacy-full,PayPal
https://support.twitter.com/articles/117063,Twitter Help Center | Blocking users on Twitter
http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2013-0156,"CVE -
CVE-2013-0156
"
https://support.twitter.com/articles/20069937,Twitter Help Center | Flagging media violations in Tweets
https://accounts.google.com/SignUp?dsh=771326222391030415&continue=https%3A%2F%2Fsupport.google.com%2Faccounts%2Fanswer%2F1733224%3Fhl%3Den,"
  Create your Google Account
  "
http://blog.kotowicz.net/2013/01/abusing-mysql-string-arithmetic-for.html,Abusing MySQL string arithmetic for tiny SQL injections
https://groups.google.com/forum/?_escaped_fragment_=forum/recaptcha%5B21-40%5D,reCAPTCHA - Google Groups
https://www.google.com/accounts/recovery/?hl=en&ard=AHwGkRmAMKt_mHK1t2jRvK9_CyK5I4MMddcHc14uzIQ2SbT1pxNtV97aK1IIKWl2VeP79txQ9VxaNK6Tc7ej1ZwZK3GVzFanS8YEC2L4sI3gqCu8liCNvDRfmD0wyL-hInN_BMn2PHm_vVGK6OrMBUsAZDrGztEbCQ,Google Account Recovery
https://support.twitter.com/articles/15789-how-to-report-violations,Twitter Help Center | How to report violations
https://twitter.com/login?redirect_after_login=https%3A%2F%2Fsupport.twitter.com%2Farticles%2F20069937,Login on Twitter
https://support.twitter.com/groups/55-troubleshooting,Twitter Help Center | Troubleshooting
http://blog.kotowicz.net/search/label/zend%20framework,the world. according to koto: zend framework
https://www.rebelmouse.com/iamawoman/?utm_campaign=tw_shoutout&utm_medium=user_share&utm_source=shoutouts&shoutout_to=safety&shoutout_provider=tw,IamaWoman
https://support.google.com/accounts/troubleshooter/2402620?hl=en&rd=2,Problems signing in to your account - Accounts Help
https://www.paypal.com/ewf/f=ci_prv,Contact Us - PayPal
https://support.twitter.com/forms,Twitter Help Center 
http://measurablesecurity.mitre.org/,"Making Security Measurable
    "
https://groups.google.com/forum/?_escaped_fragment_=forum/recaptcha%5B41-60%5D,reCAPTCHA - Google Groups
https://accounts.google.com/ServiceLogin?hl=en&continue=https://support.google.com/accounts/troubleshooter/2402620%3Fhl%3Den%26rd%3D2,Sign in - Google Accounts
https://support.twitter.com/forms/ads,Twitter Help Center 
https://twitter.com/login?redirect_after_login=https%3A%2F%2Fsupport.twitter.com%2Fgroups%2F55-troubleshooting,Login on Twitter
https://twitter.com/intent/tweet?url=https%3A//www.rebelmouse.com/IamaWoman/1032368687.html%3Fxrs=RebelMouse_tw&text=,Share a link on Twitter
https://wikimediafoundation.org/wiki/Tax_Deductibility/en,Tax Deductibility/en - Wikimedia Foundation
https://accounts.google.com/ServiceLogin?service=blogger&passive=1209600&continue=https://www.blogger.com/post-edit.g?blogID%3D3650259870998252242%26postID%3D215332236873493176%26from%3Dpencil&followup=https://www.blogger.com/post-edit.g?blogID%3D3650259870998252242%26postID%3D215332236873493176%26from%3Dpencil&ltmpl=start,Blogger
https://wikimediafoundation.org/wiki/Problems_donating/en,Problems donating - Wikimedia Foundation
https://www.paypal.com/webapps/mpp/merchant?nav=2,Merchant Services &amp; Account Payment Solutions for Your Business – PayPal
http://www.rackspace.com/cloud,Rackspace Managed Cloud Services—More than just infrastructure
https://wikimediafoundation.org/wiki/Ways_to_Give/en,Ways to Give - Wikimedia Foundation
https://www.youtube.com/watch?v=zx_dTSPzXlk&feature=youtu.be,Lana Del Rey - Burning Desire - YouTube
https://twitter.com/login?redirect_after_login=https%3A%2F%2Fsupport.twitter.com%2Fforms,Login on Twitter
https://twitter.com/login?redirect_after_login=https%3A%2F%2Fsupport.twitter.com%2Fforms%2Fads,Login on Twitter
https://accounts.google.com/ServiceLogin?passive=true&continue=https%3A%2F%2Fwww.youtube.com%2Fsignin%3Faction_handle_signin%3Dtrue%26app%3Ddesktop%26next%3D%252Fwatch%253Fv%253Dzx_dTSPzXlk%2526feature%253Dyoutu.be%26hl%3Den%26feature%3Dplaylist&service=youtube&uilel=3&hl=en,YouTube
https://accounts.google.com/SignUp?continue=https%3A%2F%2Fsupport.google.com%2Faccounts%2Ftroubleshooter%2F2402620%3Fhl%3Den%26rd%3D2&hl=en,"
  Create your Google Account
  "
https://accounts.google.com/SignUp?service=blogger&continue=https%3A%2F%2Fwww.blogger.com%2Fpost-edit.g%3FblogID%3D3650259870998252242%26postID%3D215332236873493176%26from%3Dpencil&ltmpl=start,"
  Create your Google Account
  "
https://www.paypal.com/us/webapps/mpp/donations,Accept Donations Online and Nonprofit Fundraising – PayPal
http://wikimediafoundation.org/w/index.php?title=Tax_Deductibility/en&oldid=100480,Tax Deductibility/en - Wikimedia Foundation
https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Fsupport.google.com%2Faccounts%2Ftroubleshooter%2F2402620%3Fhl%3Den%26rd%3D2&dsh=7452119174826179814,Sign in - Google Accounts
https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Fwww.blogger.com%2Fpost-edit.g%3FblogID%3D3650259870998252242%26postID%3D215332236873493176%26from%3Dpencil&service=blogger&ltmpl=start&dsh=8893529121888570218,Blogger
http://wikimediafoundation.org/w/index.php?title=Problems_donating&oldid=99110,Problems donating - Wikimedia Foundation
https://wikimediafoundation.org/wiki/FAQ/en,Frequently asked questions - Wikimedia Foundation
https://accounts.google.com/SignUpWithoutGmail?service=youtube&continue=https%3A%2F%2Fwww.youtube.com%2Fsignin%3Faction_handle_signin%3Dtrue%26app%3Ddesktop%26next%3D%252Fwatch%253Fv%253Dzx_dTSPzXlk%2526feature%253Dyoutu.be%26hl%3Den%26feature%3Dplaylist&hl=en,"
  Create your Google Account
  "
https://www.paypal.com/webapps/mpp/fundraise,Fundraise - Collect Money from Fundraising Events with Credit Cards - Paypal
https://www.paypal.com/home,"Send Money, Pay Online or Set Up a Merchant Account - PayPal"
https://accounts.google.com/SignUp?continue=https%3A%2F%2Fsupport.google.com%2Faccounts%2Ftroubleshooter%2F2402620%3Fhl%3Den%26rd%3D2,"
  Create your Google Account
  "
https://groups.google.com/forum/?_escaped_fragment_=forum/recaptcha%5B61-80%5D,reCAPTCHA - Google Groups
https://groups.google.com/forum/?_escaped_fragment_=topic/recaptcha/CG0j-QpJjZs,Question on reCAPTCHA use - Google Groups
https://donate.wikimedia.org/wiki/Special:FundraiserLandingPage?uselang=&country=UG&utm_medium=Waystogive&utm_source=Waystogive&utm_campaign=C11_Waystogive,Make your donation now - Donate
https://www.paypal.com/signup/account?country.x=US&locale.x=en-US,See for yourself why 157 million people love PayPal
http://www.rackspace.com.hk,Hosting Services Provider &amp; Web Hosting Company - Rackspace
http://wikimediafoundation.org/w/index.php?title=FAQ/en&oldid=100268,Frequently asked questions - Wikimedia Foundation
https://accounts.google.com/SignUpWithoutGmail?dsh=8204864251642837931&continue=https%3A%2F%2Fsupport.google.com%2Faccounts%2Ftroubleshooter%2F2402620%3Fhl%3Den%26rd%3D2,"
  Create your Google Account
  "
https://twitter.com/lanadelrey,Lana Del Rey (@LanaDelRey) | Twitter
https://groups.google.com/forum/?_escaped_fragment_=msg/recaptcha/CG0j-QpJjZs/fTfRGSxAACQJ,Question on reCAPTCHA use - Google Groups
https://accounts.google.com/SignUp?dsh=8204864251642837931&continue=https%3A%2F%2Fsupport.google.com%2Faccounts%2Ftroubleshooter%2F2402620%3Fhl%3Den%26rd%3D2,"
  Create your Google Account
  "
https://www.google.com/accounts/recovery/?hl=en&ard=AHwGkRmjRXS1LsJ9MICVBCla6NQmOQcZp2iMw05bauS67OzoCf6gnpR_b6Yp8zVYltPo9dkLC4Fxp7RNMFX8T2cbPEtvf3ypJB9SWzbT9h1Y15zIQfPc1wDcR2JcKWN8Dewm5sYTEtQz2_kZeh0N3UAITo5WixdGmA,Google Account Recovery
http://www.rackspace.com.hk/sitemap,Sitemap | Rackspace Hosting
https://www.google.com/accounts/recovery/?hl=en&ard=AHwGkRm5iLlpa3LV0CTuvKMaLoTlsmV2AlUOxPWOnocFhHbxMD-AmL2l_YdoW3EfEkI7yDYqTgGqzza1DB05ItdAdhuLpOyMOmQXiRMicwVwHymjuw4UGHXN02H4HwvTQNDLe5JJ847LDhUUN3b7aVmVXF1MHD5mQQ&service=youtube,Google Account Recovery
http://www.rackspace.com.hk/legal/website-terms,Rackspace Website Terms of Use | Rackspace Hosting
https://www.youtube.com/watch?v=T5xcnjAG8pE,Lana Del Rey - Brooklyn Baby (Official Audio) - YouTube
https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Fwww.youtube.com%2Fsignin%3Fapp%3Ddesktop%26action_handle_signin%3Dtrue%26hl%3Den%26next%3D%252Fwatch%253Fv%253DT5xcnjAG8pE%26feature%3Dplaylist&passive=true&service=youtube&hl=en&uilel=3,YouTube
https://www.facebook.com/lanadelrey,Lana Del Rey | Facebook
http://www.rackspace.com.hk/partnernetwork/reseller-program,Rackspace Reseller Program | Rackspace Hosting
http://www.rackspace.com.hk/partnernetwork/referral-program,Rackspace Referral Program | Rackspace Hosting
http://givingworks.ebay.com/charity-information/,eBay for Charity | Charity Information For Nonprofits
https://accounts.google.com/SignUpWithoutGmail?service=youtube&continue=https%3A%2F%2Fwww.youtube.com%2Fsignin%3Fapp%3Ddesktop%26action_handle_signin%3Dtrue%26hl%3Den%26next%3D%252Fwatch%253Fv%253DT5xcnjAG8pE%26feature%3Dplaylist&hl=en,"
  Create your Google Account
  "
http://www.rackspace.com.hk/certifications/isae-3402-type-ii-service-organization-control-soc3-reporting,ISAE 3402 Type II Service Organization Control - SOC3 Reporting | Rackspace Hosting
http://www.rackspace.com.hk/certifications/ssae-16-and-isae-3402,ISAE 3402 Type II Service Organization Control - SOC2 Reporting - Rackspace
http://earthjustice.org/writetobreathe?utm_source=cpc&utm_medium=website&utm_content=writetobreathe&utm_campaign=ej-social,Let’s #WriteToBreathe | Earthjustice
https://groups.google.com/forum/?_escaped_fragment_=forum/recaptcha%5B81-100%5D,reCAPTCHA - Google Groups
https://accounts.google.com/SignUp?dsh=-6546478218955136345&continue=https%3A%2F%2Fwww.youtube.com%2Fsignin%3Fapp%3Ddesktop%26action_handle_signin%3Dtrue%26hl%3Den%26next%3D%252Fwatch%253Fv%253DT5xcnjAG8pE%26feature%3Dplaylist&service=youtube,"
  Create your Google Account
  "
https://twitter.com/LanaDelRey/status/477131898482094080/photo/1,"Lana Del Rey on Twitter: ""CLASH MAGAZINE http://t.co/gQ02dglb8x"""
https://www.eventbrite.com/how-it-works/fundraisers/,How Eventbrite Works: Event Ticketing &amp; Organizing Events
https://accounts.google.com/SignUpWithoutGmail?dsh=-6546478218955136345&continue=https%3A%2F%2Fwww.youtube.com%2Fsignin%3Fapp%3Ddesktop%26action_handle_signin%3Dtrue%26hl%3Den%26next%3D%252Fwatch%253Fv%253DT5xcnjAG8pE%26feature%3Dplaylist&service=youtube,"
  Create your Google Account
  "
https://plus.google.com/+LanaDelRey,Lana Del Rey - Videos - Google+
https://partners.rackspace.com/English/register_email.aspx,"
	Rackspace Partner Program | Registration - Email Address
"
https://www.google.com.sg/webhp?tab=Xw,Google
https://www.google.com/accounts/recovery/?hl=en&ard=AHwGkRmq4tTRZQqkUd-DOkm162oz8r4uI3lCeI4H7myMiqziecDZWzIIvIhvM6EGP3KlUIFgx1tjONS3PDl7uBp4nukPmcLhJXU21F3eAPgYLwY4dF-YARoLscVu4vCJxcAWKDn-t6IRC1XadWfQRwRrRB1UWPxyRQ&service=youtube,Google Account Recovery
https://groups.google.com/forum/?_escaped_fragment_=forum/recaptcha%5B101-120%5D,reCAPTCHA - Google Groups
https://www.google.com,Google
http://pages.ebay.com/help/account/cookies-web-beacons.html,"Cookies, Web Beacons,  and Similar Technologies"
https://www.google.com.sg/,Google
http://developer.eventbrite.com,Eventbrite Developer Resources | APIs &amp; Web Services
https://accounts.google.com/ServiceLogin?hl=en&continue=https://www.google.com.sg/,Sign in - Google Accounts
http://www.rackspace.com/information/legal/websiteterms,Website Terms of Use
http://pages.ebay.com/help/newtoebay/help-with-cookies.html,eBay: Redirect
https://instagram.com/lanadelrey/,"
Instagram
"
https://groups.google.com/forum/?_escaped_fragment_=forum/recaptcha%5B121-140%5D,reCAPTCHA - Google Groups
https://accounts.google.com/SignUp?continue=https%3A%2F%2Fwww.google.com.sg%2F&hl=en,"
  Create your Google Account
  "
https://groups.google.com/forum/?_escaped_fragment_=topic/recaptcha/d6eDrFnFNgc,Docs for v1.0? - Google Groups
https://www.eventbrite.com,"
    Eventbrite - Discover Great Events or Create Your Own &amp; Sell Tickets
"
http://blog.eventbrite.com,Eventbrite Blog - Eventbrite.com
https://accounts.google.com/SignUpWithoutGmail?dsh=3176007971481478037&continue=https%3A%2F%2Fwww.google.com.sg%2F,"
  Create your Google Account
  "
http://www.rackspace.com,Rackspace: We manage your cloud. You run your business.
